"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response"
"1","1","1654619876640","07/06/2022 16:37:56","1654619876487","1","07/06/2022 17:37:56","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"2","2","1654619890521","07/06/2022 16:38:10","1654619890429","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","5"
"3","3","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","5"
"4","4","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","1"
"5","5","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","4"
"6","6","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","4"
"7","7","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","13944"
"8","END OF FILE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","1","1654598548192","07/06/2022 10:42:28","1654598548095","1","07/06/2022 11:42:28","86605","12","questionnaire-542i",NA,"22329772","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"10","2","1654598562293","07/06/2022 10:42:42","1654598562230","1","07/06/2022 11:42:42","86605","12","questionnaire-542i",NA,"22329772","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","4"
"11","3","1654598562329","07/06/2022 10:42:42","1654598562232","1","07/06/2022 11:42:42","86605","12","questionnaire-542i",NA,"22329772","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","4"
"12","4","1654598562329","07/06/2022 10:42:42","1654598562232","1","07/06/2022 11:42:42","86605","12","questionnaire-542i",NA,"22329772","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","6"
"13","5","1654598562329","07/06/2022 10:42:42","1654598562232","1","07/06/2022 11:42:42","86605","12","questionnaire-542i",NA,"22329772","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","3"
"14","6","1654598562329","07/06/2022 10:42:42","1654598562232","1","07/06/2022 11:42:42","86605","12","questionnaire-542i",NA,"22329772","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","3"
"15","7","1654598562329","07/06/2022 10:42:42","1654598562232","1","07/06/2022 11:42:42","86605","12","questionnaire-542i",NA,"22329772","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","14137"
"16","1","1654603582988","07/06/2022 12:06:22","1654603582892","1","07/06/2022 13:06:22","86605","12","questionnaire-542i",NA,"22333542","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"17","2","1654603593146","07/06/2022 12:06:33","1654603593086","1","07/06/2022 13:06:33","86605","12","questionnaire-542i",NA,"22333542","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","3"
"18","3","1654603593192","07/06/2022 12:06:33","1654603593087","1","07/06/2022 13:06:33","86605","12","questionnaire-542i",NA,"22333542","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","3"
"19","4","1654603593192","07/06/2022 12:06:33","1654603593087","1","07/06/2022 13:06:33","86605","12","questionnaire-542i",NA,"22333542","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","1"
"20","5","1654603593192","07/06/2022 12:06:33","1654603593087","1","07/06/2022 13:06:33","86605","12","questionnaire-542i",NA,"22333542","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","2"
"21","6","1654603593192","07/06/2022 12:06:33","1654603593087","1","07/06/2022 13:06:33","86605","12","questionnaire-542i",NA,"22333542","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","2"
"22","7","1654603593192","07/06/2022 12:06:33","1654603593087","1","07/06/2022 13:06:33","86605","12","questionnaire-542i",NA,"22333542","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","10195"
"23","1","1654609034981","07/06/2022 13:37:14","1654609034841","1","07/06/2022 14:37:14","86605","12","questionnaire-542i",NA,"22336441","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"24","2","1654609109329","07/06/2022 13:38:29","1654609109205","1","07/06/2022 14:38:29","86605","12","questionnaire-542i",NA,"22336441","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","5"
"25","3","1654609109377","07/06/2022 13:38:29","1654609109207","1","07/06/2022 14:38:29","86605","12","questionnaire-542i",NA,"22336441","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","5"
"26","4","1654609109377","07/06/2022 13:38:29","1654609109207","1","07/06/2022 14:38:29","86605","12","questionnaire-542i",NA,"22336441","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","10 (none during Covid)"
"27","5","1654609109377","07/06/2022 13:38:29","1654609109207","1","07/06/2022 14:38:29","86605","12","questionnaire-542i",NA,"22336441","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","4"
"28","6","1654609109377","07/06/2022 13:38:29","1654609109207","1","07/06/2022 14:38:29","86605","12","questionnaire-542i",NA,"22336441","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","4"
"29","7","1654609109377","07/06/2022 13:38:29","1654609109207","1","07/06/2022 14:38:29","86605","12","questionnaire-542i",NA,"22336441","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","74366"
"30","1","1654619876640","07/06/2022 16:37:56","1654619876487","1","07/06/2022 17:37:56","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"31","2","1654619890521","07/06/2022 16:38:10","1654619890429","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","5"
"32","3","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","5"
"33","4","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","1"
"34","5","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","4"
"35","6","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","4"
"36","7","1654619890565","07/06/2022 16:38:10","1654619890431","1","07/06/2022 17:38:10","86605","12","questionnaire-542i",NA,"22343163","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","13944"
"37","1","1654679195361","08/06/2022 09:06:35","1654679195235","1","08/06/2022 10:06:35","86605","12","questionnaire-542i",NA,"22353189","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"38","2","1654679207641","08/06/2022 09:06:47","1654679207547","1","08/06/2022 10:06:47","86605","12","questionnaire-542i",NA,"22353189","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","4"
"39","3","1654679207691","08/06/2022 09:06:47","1654679207548","1","08/06/2022 10:06:47","86605","12","questionnaire-542i",NA,"22353189","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","4"
"40","4","1654679207691","08/06/2022 09:06:47","1654679207549","1","08/06/2022 10:06:47","86605","12","questionnaire-542i",NA,"22353189","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","1"
"41","5","1654679207691","08/06/2022 09:06:47","1654679207549","1","08/06/2022 10:06:47","86605","12","questionnaire-542i",NA,"22353189","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","2"
"42","6","1654679207691","08/06/2022 09:06:47","1654679207549","1","08/06/2022 10:06:47","86605","12","questionnaire-542i",NA,"22353189","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","2"
"43","7","1654679207691","08/06/2022 09:06:47","1654679207549","1","08/06/2022 10:06:47","86605","12","questionnaire-542i",NA,"22353189","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","12314"
"44","1","1654684789627","08/06/2022 10:39:49","1654684789530","1","08/06/2022 11:39:49","86605","12","questionnaire-542i",NA,"22355068","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"45","2","1654684806650","08/06/2022 10:40:06","1654684806566","1","08/06/2022 11:40:06","86605","12","questionnaire-542i",NA,"22355068","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","4"
"46","3","1654684806713","08/06/2022 10:40:06","1654684806567","1","08/06/2022 11:40:06","86605","12","questionnaire-542i",NA,"22355068","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","4"
"47","4","1654684806713","08/06/2022 10:40:06","1654684806568","1","08/06/2022 11:40:06","86605","12","questionnaire-542i",NA,"22355068","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","1"
"48","5","1654684806713","08/06/2022 10:40:06","1654684806568","1","08/06/2022 11:40:06","86605","12","questionnaire-542i",NA,"22355068","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","3"
"49","6","1654684806713","08/06/2022 10:40:06","1654684806568","1","08/06/2022 11:40:06","86605","12","questionnaire-542i",NA,"22355068","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","3"
"50","7","1654684806713","08/06/2022 10:40:06","1654684806568","1","08/06/2022 11:40:06","86605","12","questionnaire-542i",NA,"22355068","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","17038"
"51","1","1654690323796","08/06/2022 12:12:03","1654690323703","1","08/06/2022 13:12:03","86605","12","questionnaire-542i",NA,"22357597","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"52","2","1654690340421","08/06/2022 12:12:20","1654690340364","1","08/06/2022 13:12:20","86605","12","questionnaire-542i",NA,"22357597","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","4"
"53","3","1654690340478","08/06/2022 12:12:20","1654690340365","1","08/06/2022 13:12:20","86605","12","questionnaire-542i",NA,"22357597","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","4"
"54","4","1654690340478","08/06/2022 12:12:20","1654690340365","1","08/06/2022 13:12:20","86605","12","questionnaire-542i",NA,"22357597","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","O"
"55","5","1654690340478","08/06/2022 12:12:20","1654690340366","1","08/06/2022 13:12:20","86605","12","questionnaire-542i",NA,"22357597","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","3"
"56","6","1654690340478","08/06/2022 12:12:20","1654690340366","1","08/06/2022 13:12:20","86605","12","questionnaire-542i",NA,"22357597","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","3"
"57","7","1654690340478","08/06/2022 12:12:20","1654690340366","1","08/06/2022 13:12:20","86605","12","questionnaire-542i",NA,"22357597","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","16664"
"58","1","1654695499537","08/06/2022 13:38:19","1654695499418","1","08/06/2022 14:38:19","86605","12","questionnaire-542i",NA,"22359532","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"59","2","1654695525494","08/06/2022 13:38:45","1654695525413","1","08/06/2022 14:38:45","86605","12","questionnaire-542i",NA,"22359532","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","5"
"60","3","1654695525547","08/06/2022 13:38:45","1654695525415","1","08/06/2022 14:38:45","86605","12","questionnaire-542i",NA,"22359532","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","5"
"61","4","1654695525547","08/06/2022 13:38:45","1654695525415","1","08/06/2022 14:38:45","86605","12","questionnaire-542i",NA,"22359532","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","30"
"62","5","1654695525547","08/06/2022 13:38:45","1654695525415","1","08/06/2022 14:38:45","86605","12","questionnaire-542i",NA,"22359532","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","4"
"63","6","1654695525547","08/06/2022 13:38:45","1654695525415","1","08/06/2022 14:38:45","86605","12","questionnaire-542i",NA,"22359532","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","4"
"64","7","1654695525547","08/06/2022 13:38:45","1654695525415","1","08/06/2022 14:38:45","86605","12","questionnaire-542i",NA,"22359532","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","25997"
"65","1","1654700924047","08/06/2022 15:08:44","1654700923915","1","08/06/2022 16:08:43","86605","12","questionnaire-542i",NA,"22361423","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"66","2","1654700959727","08/06/2022 15:09:19","1654700959652","1","08/06/2022 16:09:19","86605","12","questionnaire-542i",NA,"22361423","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","4"
"67","3","1654700959790","08/06/2022 15:09:19","1654700959654","1","08/06/2022 16:09:19","86605","12","questionnaire-542i",NA,"22361423","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","4"
"68","4","1654700959790","08/06/2022 15:09:19","1654700959654","1","08/06/2022 16:09:19","86605","12","questionnaire-542i",NA,"22361423","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","2"
"69","5","1654700959790","08/06/2022 15:09:19","1654700959654","1","08/06/2022 16:09:19","86605","12","questionnaire-542i",NA,"22361423","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","3"
"70","6","1654700959790","08/06/2022 15:09:19","1654700959654","1","08/06/2022 16:09:19","86605","12","questionnaire-542i",NA,"22361423","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","3"
"71","7","1654700959790","08/06/2022 15:09:19","1654700959654","1","08/06/2022 16:09:19","86605","12","questionnaire-542i",NA,"22361423","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","35739"
"72","1","1654706565705","08/06/2022 16:42:45","1654706565617","1","08/06/2022 17:42:45","86605","12","questionnaire-542i",NA,"22363448","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"73","2","1654706595656","08/06/2022 16:43:15","1654706595588","1","08/06/2022 17:43:15","86605","12","questionnaire-542i",NA,"22363448","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","5"
"74","3","1654706595703","08/06/2022 16:43:15","1654706595589","1","08/06/2022 17:43:15","86605","12","questionnaire-542i",NA,"22363448","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","5"
"75","4","1654706595703","08/06/2022 16:43:15","1654706595589","1","08/06/2022 17:43:15","86605","12","questionnaire-542i",NA,"22363448","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","10-25"
"76","5","1654706595703","08/06/2022 16:43:15","1654706595589","1","08/06/2022 17:43:15","86605","12","questionnaire-542i",NA,"22363448","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","4"
"77","6","1654706595703","08/06/2022 16:43:15","1654706595590","1","08/06/2022 17:43:15","86605","12","questionnaire-542i",NA,"22363448","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","4"
"78","7","1654706595703","08/06/2022 16:43:15","1654706595590","1","08/06/2022 17:43:15","86605","12","questionnaire-542i",NA,"22363448","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","29973"
"79","1","1654862937555","10/06/2022 12:08:57","1654862937436","1","10/06/2022 13:08:57","86605","12","questionnaire-542i",NA,"22398800","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","BEGIN QUESTIONNAIRE",NA
"80","2","1654862954792","10/06/2022 12:09:14","1654862954705","1","10/06/2022 13:09:14","86605","12","questionnaire-542i",NA,"22398800","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest","4"
"81","3","1654862954837","10/06/2022 12:09:14","1654862954706","1","10/06/2022 13:09:14","86605","12","questionnaire-542i",NA,"22398800","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_interest-quantised","4"
"82","4","1654862954837","10/06/2022 12:09:14","1654862954706","1","10/06/2022 13:09:14","86605","12","questionnaire-542i",NA,"22398800","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_visits","5"
"83","5","1654862954837","10/06/2022 12:09:14","1654862954706","1","10/06/2022 13:09:14","86605","12","questionnaire-542i",NA,"22398800","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge","2"
"84","6","1654862954837","10/06/2022 12:09:14","1654862954707","1","10/06/2022 13:09:14","86605","12","questionnaire-542i",NA,"22398800","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","art_knowledge-quantised","2"
"85","7","1654862954837","10/06/2022 12:09:14","1654862954707","1","10/06/2022 13:09:14","86605","12","questionnaire-542i",NA,"22398800","c10bu2ue","6603074",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Art interests","9","No","END QUESTIONNAIRE","17271"
