"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response"
"1","1","1654619846327","07/06/2022 16:37:26","1654619846231","1","07/06/2022 17:37:26","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"2","2","1654619875305","07/06/2022 16:37:55","1654619875238","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Female"
"3","3","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","1"
"4","4","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"5","5","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","29"
"6","6","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","Post-graduate degree"
"7","7","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","5"
"8","8","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","White"
"9","9","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","1"
"10","10","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"11","11","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","English"
"12","12","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-quantised","1"
"13","13","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text",NA
"14","14","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","response-1","USA"
"15","15","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research","no"
"16","16","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research-quantised","2"
"17","17","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research_subject",NA
"18","18","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","29010"
"19","END OF FILE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","1","1654598511050","07/06/2022 10:41:51","1654598510962","1","07/06/2022 11:41:50","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"21","2","1654598547221","07/06/2022 10:42:27","1654598547157","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Female"
"22","3","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","1"
"23","4","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"24","5","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","27"
"25","6","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","College or university"
"26","7","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","4"
"27","8","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","Asian/Asian British"
"28","9","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","3"
"29","10","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"30","11","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","Other (please specify)"
"31","12","1654598547257","07/06/2022 10:42:27","1654598547158","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text","Malayalam"
"32","13","1654598547257","07/06/2022 10:42:27","1654598547159","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","response-1","India"
"33","14","1654598547257","07/06/2022 10:42:27","1654598547159","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research","no"
"34","15","1654598547257","07/06/2022 10:42:27","1654598547159","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research-quantised","2"
"35","16","1654598547257","07/06/2022 10:42:27","1654598547159","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research_subject",NA
"36","17","1654598547257","07/06/2022 10:42:27","1654598547159","1","07/06/2022 11:42:27","86605","12","questionnaire-cppy",NA,"22329704","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","36197"
"37","1","1654603559794","07/06/2022 12:05:59","1654603559717","1","07/06/2022 13:05:59","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"38","2","1654603582010","07/06/2022 12:06:22","1654603581955","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Male"
"39","3","1654603582062","07/06/2022 12:06:22","1654603581957","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","2"
"40","4","1654603582062","07/06/2022 12:06:22","1654603581957","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"41","5","1654603582062","07/06/2022 12:06:22","1654603581957","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","35"
"42","6","1654603582062","07/06/2022 12:06:22","1654603581957","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","College or university"
"43","7","1654603582062","07/06/2022 12:06:22","1654603581957","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","4"
"44","8","1654603582062","07/06/2022 12:06:22","1654603581957","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","Mixed"
"45","9","1654603582062","07/06/2022 12:06:22","1654603581957","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","5"
"46","10","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"47","11","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","English"
"48","12","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-quantised","1"
"49","13","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text",NA
"50","14","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","response-1","ENGLAND"
"51","15","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research","no"
"52","16","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research-quantised","2"
"53","17","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research_subject",NA
"54","18","1654603582062","07/06/2022 12:06:22","1654603581958","1","07/06/2022 13:06:21","86605","12","questionnaire-cppy",NA,"22333531","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","22241"
"55","1","1654608988251","07/06/2022 13:36:28","1654608988148","1","07/06/2022 14:36:28","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"56","2","1654609034113","07/06/2022 13:37:14","1654609034051","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Female"
"57","3","1654609034178","07/06/2022 13:37:14","1654609034052","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","1"
"58","4","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"59","5","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","33"
"60","6","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","Post-graduate degree"
"61","7","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","5"
"62","8","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","Asian/Asian British"
"63","9","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","3"
"64","10","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"65","11","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","Chinese"
"66","12","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-quantised","3"
"67","13","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text",NA
"68","14","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","response-1","Hong Kong SAR"
"69","15","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research","used to but not anymore"
"70","16","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research-quantised","3"
"71","17","1654609034178","07/06/2022 13:37:14","1654609034053","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","research_subject","politics"
"72","18","1654609034178","07/06/2022 13:37:14","1654609034054","1","07/06/2022 14:37:14","86605","12","questionnaire-cppy",NA,"22336419","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","END QUESTIONNAIRE","45906"
"73","1","1654619846327","07/06/2022 16:37:26","1654619846231","1","07/06/2022 17:37:26","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","BEGIN QUESTIONNAIRE",NA
"74","2","1654619875305","07/06/2022 16:37:55","1654619875238","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex","Female"
"75","3","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-quantised","1"
"76","4","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Sex-text",NA
"77","5","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","age","29"
"78","6","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education","Post-graduate degree"
"79","7","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Education-quantised","5"
"80","8","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity","White"
"81","9","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-quantised","1"
"82","10","1654619875379","07/06/2022 16:37:55","1654619875240","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","Ethnicity-text",NA
"83","11","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue","English"
"84","12","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-quantised","1"
"85","13","1654619875379","07/06/2022 16:37:55","1654619875241","1","07/06/2022 17:37:55","86605","12","questionnaire-cppy",NA,"22343143","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Demographics","5","No","mother_tongue-text",NA
