Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Hint,wideo1,wideo2,Picture,Hint_picture1,Hint_picture2,Doors_picture,answear
32,1652806464929,17/05/2022 16:54:24,1652806464866,1,17/05/2022 17:54:24,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,5,Left,Continue,response_button_text,20787,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
33,1652806465368,17/05/2022 16:54:25,1652806465311,1,17/05/2022 17:54:25,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
34,1652806467033,17/05/2022 16:54:27,1652806466964,1,17/05/2022 17:54:26,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,1,Help,AnnaButton,response_button_text,1633,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
35,1652806468913,17/05/2022 16:54:28,1652806468857,1,17/05/2022 17:54:28,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,2,Claire,AdvanceAnna,response_button_text,1885.999999999971,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
36,1652806470326,17/05/2022 16:54:30,1652806470267,1,17/05/2022 17:54:30,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,4,ChooseDoor,RightButton,response_button_text,1402.999999999971,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
37,1652806489640,17/05/2022 16:54:49,1652806489413,1,17/05/2022 17:54:49,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,6,Right,Zone2,response_button_text,19141,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
38,1652806489930,17/05/2022 16:54:49,1652806489871,1,17/05/2022 17:54:49,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,7,test,fixation,fixation,459,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
39,1652806492457,17/05/2022 16:54:52,1652806492397,1,17/05/2022 17:54:52,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,1,Help,AnnaButton,response_button_text,2504,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
40,1652806494385,17/05/2022 16:54:54,1652806494336,1,17/05/2022 17:54:54,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,2,Claire,AdvanceAnna,response_button_text,1931,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
41,1652806495669,17/05/2022 16:54:55,1652806495609,1,17/05/2022 17:54:55,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,4,ChooseDoor,RightButton,response_button_text,1267.000000000029,,,Right,1,1,0,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
42,1652806515885,17/05/2022 16:55:15,1652806515832,1,17/05/2022 17:55:15,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,6,Right,Zone2,response_button_text,20217.00000000003,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
43,1652806516325,17/05/2022 16:55:16,1652806516277,1,17/05/2022 17:55:16,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
44,1652806517487,17/05/2022 16:55:17,1652806517430,1,17/05/2022 17:55:17,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,1,Help,BethButton,response_button_text,1134,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
45,1652806519227,17/05/2022 16:55:19,1652806519152,1,17/05/2022 17:55:19,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,3,Anna,Zone2,response_button_text,1718,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
46,1652806521093,17/05/2022 16:55:21,1652806520863,1,17/05/2022 17:55:20,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,4,ChooseDoor,LeftButton,response_button_text,1704,,,Left,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
47,1652806547521,17/05/2022 16:55:47,1652806547463,1,17/05/2022 17:55:47,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,5,Left,Continue,response_button_text,26594.99999999994,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
48,1652806547952,17/05/2022 16:55:47,1652806547903,1,17/05/2022 17:55:47,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
49,1652806550377,17/05/2022 16:55:50,1652806550312,1,17/05/2022 17:55:50,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,1,Help,AnnaButton,response_button_text,2387,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
50,1652806551666,17/05/2022 16:55:51,1652806551594,1,17/05/2022 17:55:51,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,2,Claire,AdvanceAnna,response_button_text,1275.0000000000582,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
51,1652806553036,17/05/2022 16:55:53,1652806552982,1,17/05/2022 17:55:52,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,4,ChooseDoor,RightButton,response_button_text,1381,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
52,1652806575567,17/05/2022 16:56:15,1652806575520,1,17/05/2022 17:56:15,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,6,Right,Zone2,response_button_text,22532,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
53,1652806576033,17/05/2022 16:56:16,1652806575977,1,17/05/2022 17:56:15,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,7,test,fixation,fixation,459,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
54,1652806577337,17/05/2022 16:56:17,1652806577290,1,17/05/2022 17:56:17,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,1,Help,BethButton,response_button_text,1296.9999999999418,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
55,1652806579548,17/05/2022 16:56:19,1652806579479,1,17/05/2022 17:56:19,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,3,Anna,Zone2,response_button_text,2184,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
56,1652806581184,17/05/2022 16:56:21,1652806581130,1,17/05/2022 17:56:21,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,4,ChooseDoor,RightButton,response_button_text,1645.0000000000582,,,Right,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
57,1652806602300,17/05/2022 16:56:42,1652806602239,1,17/05/2022 17:56:42,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,6,Right,Zone2,response_button_text,21102,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
58,1652806602746,17/05/2022 16:56:42,1652806602674,1,17/05/2022 17:56:42,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,13,11,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",11_left_low.mp4,11_right_low.mp4,11 M:A.png,11A.png,11M.png,11 M:A.png,Right
59,1652806606104,17/05/2022 16:56:46,1652806606047,1,17/05/2022 17:56:46,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,1,Help,BethButton,response_button_text,3363,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
60,1652806607330,17/05/2022 16:56:47,1652806607277,1,17/05/2022 17:56:47,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,3,Anna,Zone2,response_button_text,1222,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
61,1652806608679,17/05/2022 16:56:48,1652806608622,1,17/05/2022 17:56:48,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,4,ChooseDoor,RightButton,response_button_text,1340,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
62,1652806618497,17/05/2022 16:56:58,1652806618427,1,17/05/2022 17:56:58,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,6,Right,Zone2,response_button_text,9800,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
63,1652806618943,17/05/2022 16:56:58,1652806618883,1,17/05/2022 17:56:58,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,14,12,7,test,fixation,fixation,459,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",12_left_low.mp4,12_right_low.mp4,12 M:A.png,12A.png,12M.png,12 M:A.png,Right
64,1652806623197,17/05/2022 16:57:03,1652806623137,1,17/05/2022 17:57:03,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,15,1,1,Screen 1,Zone1,response_button_text,4246,,,Finish,1,0,1,0,,,,,,The end,,,,,,,,,
65,1652806623243,17/05/2022 16:57:03,1652806623139,1,17/05/2022 17:57:03,86605,11,task-v1ub,,21946327,x3nqy34h,6480699,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,,,END TASK,,,,,379733,,,,,0,1,0,,,,,,,,,,,,,,,
1,1652866564265,18/05/2022 09:36:04,1652866564169,1,18/05/2022 10:36:04,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1652866578895,18/05/2022 09:36:18,1652866578830,1,18/05/2022 10:36:18,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,1,1,1,Screen 1,advancementZone,continue_button,14557,,,,,0,1,0,,,,,,Instructions,,,,,,,,,
3,1652866596542,18/05/2022 09:36:36,1652866596492,1,18/05/2022 10:36:36,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,2,1,1,Screen 1,Zone2,continue_button,17654.000000000004,,,,,0,1,0,,,,,,Start,,,,,,,,,
4,1652866605313,18/05/2022 09:36:45,1652866605271,1,18/05/2022 10:36:45,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,1,Help,BethButton,response_button_text,8752.999999999996,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
5,1652866609677,18/05/2022 09:36:49,1652866609629,1,18/05/2022 10:36:49,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,3,Anna,Zone2,response_button_text,4350,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
6,1652866612871,18/05/2022 09:36:52,1652866612821,1,18/05/2022 10:36:52,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,4,ChooseDoor,LeftButton,response_button_text,3185,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
7,1652866629884,18/05/2022 09:37:09,1652866629842,1,18/05/2022 10:37:09,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,5,Left,Continue,response_button_text,17014,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
8,1652866630341,18/05/2022 09:37:10,1652866630283,1,18/05/2022 10:37:10,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
9,1652866637120,18/05/2022 09:37:17,1652866637080,1,18/05/2022 10:37:17,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,1,Help,BethButton,response_button_text,6774,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
10,1652866640563,18/05/2022 09:37:20,1652866640516,1,18/05/2022 10:37:20,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,3,Anna,Zone2,response_button_text,3427,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
11,1652866644678,18/05/2022 09:37:24,1652866644633,1,18/05/2022 10:37:24,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,4,ChooseDoor,RightButton,response_button_text,4110.999999999985,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
12,1652866651554,18/05/2022 09:37:31,1652866651512,1,18/05/2022 10:37:31,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,6,Right,Zone2,response_button_text,6871,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
13,1652866652007,18/05/2022 09:37:32,1652866651956,1,18/05/2022 10:37:31,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,7,test,fixation,fixation,455,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
14,1652866657660,18/05/2022 09:37:37,1652866657607,1,18/05/2022 10:37:37,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,1,Help,AnnaButton,response_button_text,5627,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
15,1652866661165,18/05/2022 09:37:41,1652866661123,1,18/05/2022 10:37:41,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,2,Claire,AdvanceAnna,response_button_text,3508,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
16,1652866663347,18/05/2022 09:37:43,1652866663293,1,18/05/2022 10:37:43,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,4,ChooseDoor,LeftButton,response_button_text,2162,,,Left,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
17,1652866672751,18/05/2022 09:37:52,1652866672702,1,18/05/2022 10:37:52,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,5,Left,Continue,response_button_text,9403,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
18,1652866673189,18/05/2022 09:37:53,1652866673139,1,18/05/2022 10:37:53,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,7,test,fixation,fixation,454,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
19,1652866678676,18/05/2022 09:37:58,1652866678626,1,18/05/2022 10:37:58,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,1,Help,BethButton,response_button_text,5465,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
20,1652866680687,18/05/2022 09:38:00,1652866680633,1,18/05/2022 10:38:00,86605,11,task-v1ub,,21961634,h5s6ck19,6483952,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,3,Anna,Zone2,response_button_text,1998.0000000000146,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
