Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Hint,wideo1,wideo2,Picture,Hint_picture1,Hint_picture2,Doors_picture,answear
1,1652782316289,17/05/2022 10:11:56,1652782316194,1,17/05/2022 11:11:56,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1652782329793,17/05/2022 10:12:09,1652782329741,1,17/05/2022 11:12:09,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,1,1,1,Screen 1,advancementZone,continue_button,13034,,,,,0,1,0,,,,,,Instructions,,,,,,,,,
3,1652782351222,17/05/2022 10:12:31,1652782351171,1,17/05/2022 11:12:31,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,2,1,1,Screen 1,Zone2,continue_button,21421,,,,,0,1,0,,,,,,Start,,,,,,,,,
4,1652782374391,17/05/2022 10:12:54,1652782374324,1,17/05/2022 11:12:54,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,1,Help,BethButton,response_button_text,23127,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
5,1652782379871,17/05/2022 10:12:59,1652782379800,1,17/05/2022 11:12:59,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,3,Anna,Zone2,response_button_text,5466,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
6,1652782382490,17/05/2022 10:13:02,1652782382437,1,17/05/2022 11:13:02,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,4,ChooseDoor,LeftButton,response_button_text,2629.9999999999927,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
7,1652782401963,17/05/2022 10:13:21,1652782401906,1,17/05/2022 11:13:21,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,5,Left,Continue,response_button_text,19462,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
8,1652782402412,17/05/2022 10:13:22,1652782402359,1,17/05/2022 11:13:22,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,3,1,7,test,fixation,fixation,465,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",1_left_low.mp4,1_right_low.mp4,1 M:A.png,1A.png,1M.png,1 M:A.png,Right
9,1652782417373,17/05/2022 10:13:37,1652782417320,1,17/05/2022 11:13:37,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,1,Help,AnnaButton,response_button_text,14930,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
10,1652782421540,17/05/2022 10:13:41,1652782421471,1,17/05/2022 11:13:41,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,2,Claire,AdvanceAnna,response_button_text,4142,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
11,1652782433981,17/05/2022 10:13:53,1652782433924,1,17/05/2022 11:13:53,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,4,ChooseDoor,LeftButton,response_button_text,12446.000000000015,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
12,1652782437482,17/05/2022 10:13:57,1652782437414,1,17/05/2022 11:13:57,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,5,Left,Zone1,content_video,,,,No source for the media file 2_left_low.mp4 could be found! Most likely this is because the file has not been uploaded to your stimuli list or its name has been typed incorrectly in the spreadsheet,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
13,1652782442895,17/05/2022 10:14:02,1652782442837,1,17/05/2022 11:14:02,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,5,Left,Continue,response_button_text,8906,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
14,1652782443379,17/05/2022 10:14:03,1652782443293,1,17/05/2022 11:14:03,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,4,2,7,test,fixation,fixation,459,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",2_left_low.mp4,2_right_low.mp4,2 M:A.png,2A.png,2M.png,2 M:A.png,Right
15,1652782449018,17/05/2022 10:14:09,1652782448966,1,17/05/2022 11:14:08,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,1,Help,BethButton,response_button_text,5651,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
16,1652782451581,17/05/2022 10:14:11,1652782451526,1,17/05/2022 11:14:11,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,3,Anna,Zone2,response_button_text,2551,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
17,1652782454122,17/05/2022 10:14:14,1652782454069,1,17/05/2022 11:14:14,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,4,ChooseDoor,LeftButton,response_button_text,2536,,,Left,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
18,1652782474439,17/05/2022 10:14:34,1652782474374,1,17/05/2022 11:14:34,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,5,Left,Continue,response_button_text,20299,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
19,1652782474872,17/05/2022 10:14:34,1652782474824,1,17/05/2022 11:14:34,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,5,3,7,test,fixation,fixation,457,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",3_left_low.mp4,3_right_low.mp4,3 M:A.png,3A.png,3M.png,3 M:A.png,Right
20,1652782482118,17/05/2022 10:14:42,1652782482056,1,17/05/2022 11:14:42,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,1,Help,BethButton,response_button_text,7207,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
21,1652782483379,17/05/2022 10:14:43,1652782483324,1,17/05/2022 11:14:43,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,3,Anna,Zone2,response_button_text,1259,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
22,1652782484975,17/05/2022 10:14:44,1652782484922,1,17/05/2022 11:14:44,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,4,ChooseDoor,RightButton,response_button_text,1590,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
23,1652782501375,17/05/2022 10:15:01,1652782501330,1,17/05/2022 11:15:01,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,6,Right,Zone2,response_button_text,16401,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
24,1652782501833,17/05/2022 10:15:01,1652782501770,1,17/05/2022 11:15:01,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,6,4,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left.""",4_left_low.mp4,4_right_low.mp4,4 M:A.png,4A.png,4M.png,4 M:A.png,Right
25,1652782507209,17/05/2022 10:15:07,1652782507138,1,17/05/2022 11:15:07,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,1,Help,BethButton,response_button_text,5349.000000000029,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
26,1652782508906,17/05/2022 10:15:08,1652782508860,1,17/05/2022 11:15:08,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,3,Anna,Zone2,response_button_text,1714,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
27,1652782510819,17/05/2022 10:15:10,1652782510758,1,17/05/2022 11:15:10,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,4,ChooseDoor,RightButton,response_button_text,1891,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
28,1652782528870,17/05/2022 10:15:28,1652782528803,1,17/05/2022 11:15:28,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,6,Right,Zone2,response_button_text,18039,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
29,1652782529294,17/05/2022 10:15:29,1652782529243,1,17/05/2022 11:15:29,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,7,5,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",5_left_low.mp4,5_right_low.mp4,5 M:A.png,5A.png,5M.png,5 M:A.png,Right
30,1652782531831,17/05/2022 10:15:31,1652782531769,1,17/05/2022 11:15:31,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,1,Help,BethButton,response_button_text,2504.000000000029,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
31,1652782533834,17/05/2022 10:15:33,1652782533777,1,17/05/2022 11:15:33,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,3,Anna,Zone2,response_button_text,1999,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
32,1652782535222,17/05/2022 10:15:35,1652782535161,1,17/05/2022 11:15:35,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,4,ChooseDoor,LeftButton,response_button_text,1377,,,Left,1,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
33,1652782556862,17/05/2022 10:15:56,1652782556803,1,17/05/2022 11:15:56,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,5,Left,Continue,response_button_text,21635,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
34,1652782557310,17/05/2022 10:15:57,1652782557246,1,17/05/2022 11:15:57,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,8,6,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose left this time.""",6_left_low.mp4,6_right_low.mp4,6 M:A.png,6A.png,6M.png,6 M:A.png,Right
35,1652782563102,17/05/2022 10:16:03,1652782563044,1,17/05/2022 11:16:03,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,1,Help,AnnaButton,response_button_text,5774,,,Claire,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
36,1652782564398,17/05/2022 10:16:04,1652782564339,1,17/05/2022 11:16:04,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,2,Claire,AdvanceAnna,response_button_text,1288,,,Continue,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
37,1652782565415,17/05/2022 10:16:05,1652782565352,1,17/05/2022 11:16:05,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,4,ChooseDoor,RightButton,response_button_text,1004.9999999999709,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
38,1652782582365,17/05/2022 10:16:22,1652782582293,1,17/05/2022 11:16:22,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,6,Right,Zone2,response_button_text,16933.99999999997,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
39,1652782582791,17/05/2022 10:16:22,1652782582739,1,17/05/2022 11:16:22,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,9,7,7,test,fixation,fixation,449,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right.""",7_left_low.mp4,7_right_low.mp4,7 M:A.png,7A.png,7M.png,7 M:A.png,Right
40,1652782585346,17/05/2022 10:16:25,1652782585288,1,17/05/2022 11:16:25,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,1,Help,BethButton,response_button_text,2532,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
41,1652782586765,17/05/2022 10:16:26,1652782586698,1,17/05/2022 11:16:26,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,3,Anna,Zone2,response_button_text,1403,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
42,1652782588531,17/05/2022 10:16:28,1652782588472,1,17/05/2022 11:16:28,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,4,ChooseDoor,RightButton,response_button_text,1763.9999999999418,,,Right,1,1,0,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
43,1652782607515,17/05/2022 10:16:47,1652782607461,1,17/05/2022 11:16:47,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,6,Right,Zone2,response_button_text,18982,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
44,1652782607952,17/05/2022 10:16:47,1652782607896,1,17/05/2022 11:16:47,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,10,8,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""It’s right this time, I think.""",8_left_low.mp4,8_right_low.mp4,8 M:A.png,8A.png,8M.png,8 M:A.png,Right
45,1652782609112,17/05/2022 10:16:49,1652782609054,1,17/05/2022 11:16:49,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,1,Help,BethButton,response_button_text,1135,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
46,1652782610368,17/05/2022 10:16:50,1652782610292,1,17/05/2022 11:16:50,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,3,Anna,Zone2,response_button_text,1230,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
47,1652782611907,17/05/2022 10:16:51,1652782611844,1,17/05/2022 11:16:51,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,4,ChooseDoor,RightButton,response_button_text,1545,,,Right,1,1,0,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
48,1652782633959,17/05/2022 10:17:13,1652782633907,1,17/05/2022 11:17:13,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,6,Right,Zone2,response_button_text,22057,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
49,1652782634409,17/05/2022 10:17:14,1652782634355,1,17/05/2022 11:17:14,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,11,9,7,test,fixation,fixation,450,,,,,0,1,0,,,,,,Maze,Claire,"""It’s left this time, I think.""",9_left_low.mp4,9_right_low.mp4,9 M:A.png,9A.png,9M.png,9 M:A.png,Right
50,1652782636921,17/05/2022 10:17:16,1652782636871,1,17/05/2022 11:17:16,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,1,Help,BethButton,response_button_text,2495,,,Anna,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
51,1652782638094,17/05/2022 10:17:18,1652782638044,1,17/05/2022 11:17:18,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,3,Anna,Zone2,response_button_text,1164,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
52,1652782639678,17/05/2022 10:17:19,1652782639620,1,17/05/2022 11:17:19,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,4,ChooseDoor,RightButton,response_button_text,1570,,,Right,1,1,0,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
53,1652782659085,17/05/2022 10:17:39,1652782659010,1,17/05/2022 11:17:39,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,6,Right,Zone2,response_button_text,19384,,,Continue,1,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
54,1652782659511,17/05/2022 10:17:39,1652782659447,1,17/05/2022 11:17:39,86605,11,task-v1ub,,21931799,px3t3t75,6477248,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,1680x1050,1680x998,,Maze game_Amie&Maria,3,debug,debug,12,10,7,test,fixation,fixation,451,,,,,0,1,0,,,,,,Maze,Claire,"""I'd choose right this time.""",10_left_low.mp4,10_right_low.mp4,10 M:A.png,10A.png,10M.png,10 M:A.png,Right
