"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","Correct","Incorrect","Dishonest","X_Coordinate","Y_Coordinate","Timed_Out","randomise_blocks","randomise_trials","display","ANSWER","picture1","picture2","picture3","picture4","picture5","picture6","picture7","Hint","wideo1","wideo2","Picture","Hint_picture1","Hint_picture2","Doors_picture","answear","id"
"1","1","1654622184761","07/06/2022 17:16:24","1654622184670","1","07/06/2022 18:16:24","86605","12","task-36eo",NA,"22344290","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"2","2","1654622189751","07/06/2022 17:16:29","1654622189696","1","07/06/2022 18:16:29","86605","12","task-36eo",NA,"22344290","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","5002",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"3","3","1654622189832","07/06/2022 17:16:29","1654622189698","1","07/06/2022 18:16:29","86605","12","task-36eo",NA,"22344290","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"5028",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"4","1","1654601030584","07/06/2022 11:23:50","1654601030496","1","07/06/2022 12:23:50","86605","12","task-36eo",NA,"22332358","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x15hufum"
"5","2","1654601032101","07/06/2022 11:23:52","1654601032037","1","07/06/2022 12:23:52","86605","12","task-36eo",NA,"22332358","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","1526",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x15hufum"
"6","3","1654601032149","07/06/2022 11:23:52","1654601032039","1","07/06/2022 12:23:52","86605","12","task-36eo",NA,"22332358","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"1543",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x15hufum"
"7","1","1654606049754","07/06/2022 12:47:29","1654606049634","1","07/06/2022 13:47:29","86605","12","task-36eo",NA,"22335294","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wopxcyrw"
"8","2","1654606054569","07/06/2022 12:47:34","1654606054485","1","07/06/2022 13:47:34","86605","12","task-36eo",NA,"22335294","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","4826",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wopxcyrw"
"9","3","1654606054632","07/06/2022 12:47:34","1654606054488","1","07/06/2022 13:47:34","86605","12","task-36eo",NA,"22335294","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"4854",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wopxcyrw"
"10","1","1654611773699","07/06/2022 14:22:53","1654611773556","1","07/06/2022 15:22:53","86605","12","task-36eo",NA,"22337717","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wyly5896"
"11","2","1654611775076","07/06/2022 14:22:55","1654611774959","1","07/06/2022 15:22:54","86605","12","task-36eo",NA,"22337717","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","1386",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wyly5896"
"12","3","1654611775119","07/06/2022 14:22:55","1654611774962","1","07/06/2022 15:22:54","86605","12","task-36eo",NA,"22337717","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"1406",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wyly5896"
"13","1","1654622184761","07/06/2022 17:16:24","1654622184670","1","07/06/2022 18:16:24","86605","12","task-36eo",NA,"22344290","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"14","2","1654622189751","07/06/2022 17:16:29","1654622189696","1","07/06/2022 18:16:29","86605","12","task-36eo",NA,"22344290","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","5002",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"15","3","1654622189832","07/06/2022 17:16:29","1654622189698","1","07/06/2022 18:16:29","86605","12","task-36eo",NA,"22344290","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"5028",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"16","1","1654681513519","08/06/2022 09:45:13","1654681513362","1","08/06/2022 10:45:13","86605","12","task-36eo",NA,"22353972","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u4ckj0xb"
"17","2","1654681515296","08/06/2022 09:45:15","1654681515162","1","08/06/2022 10:45:15","86605","12","task-36eo",NA,"22353972","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","1766",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u4ckj0xb"
"18","3","1654681515347","08/06/2022 09:45:15","1654681515165","1","08/06/2022 10:45:15","86605","12","task-36eo",NA,"22353972","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"1803",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"u4ckj0xb"
"19","1","1654687267240","08/06/2022 11:21:07","1654687267145","1","08/06/2022 12:21:07","86605","12","task-36eo",NA,"22356036","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rcburgqm"
"20","2","1654687269756","08/06/2022 11:21:09","1654687269650","1","08/06/2022 12:21:09","86605","12","task-36eo",NA,"22356036","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","2489",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rcburgqm"
"21","3","1654687269788","08/06/2022 11:21:09","1654687269652","1","08/06/2022 12:21:09","86605","12","task-36eo",NA,"22356036","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"2507",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rcburgqm"
"22","1","1654692906368","08/06/2022 12:55:06","1654692906255","1","08/06/2022 13:55:06","86605","12","task-36eo",NA,"22358594","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1el4un1"
"23","2","1654692908863","08/06/2022 12:55:08","1654692908791","1","08/06/2022 13:55:08","86605","12","task-36eo",NA,"22358594","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","2520",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1el4un1"
"24","3","1654692908909","08/06/2022 12:55:08","1654692908794","1","08/06/2022 13:55:08","86605","12","task-36eo",NA,"22358594","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"2539",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"p1el4un1"
"25","1","1654697742044","08/06/2022 14:15:42","1654697741921","1","08/06/2022 15:15:41","86605","12","task-36eo",NA,"22360302","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ca8udou"
"26","2","1654697743668","08/06/2022 14:15:43","1654697743591","1","08/06/2022 15:15:43","86605","12","task-36eo",NA,"22360302","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","1656",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ca8udou"
"27","3","1654697743760","08/06/2022 14:15:43","1654697743593","1","08/06/2022 15:15:43","86605","12","task-36eo",NA,"22360302","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"1672",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ca8udou"
"28","1","1654704164957","08/06/2022 16:02:44","1654704164846","1","08/06/2022 17:02:44","86605","12","task-36eo",NA,"22362642","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fbdvz2jm"
"29","2","1654704167826","08/06/2022 16:02:47","1654704167758","1","08/06/2022 17:02:47","86605","12","task-36eo",NA,"22362642","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","2888",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fbdvz2jm"
"30","3","1654704167886","08/06/2022 16:02:47","1654704167761","1","08/06/2022 17:02:47","86605","12","task-36eo",NA,"22362642","fbdvz2jm","6591244",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"2915",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fbdvz2jm"
"31","1","1654709276666","08/06/2022 17:27:56","1654709276570","1","08/06/2022 18:27:56","86605","12","task-36eo",NA,"22365048","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lcoa0ulz"
"32","2","1654709279354","08/06/2022 17:27:59","1654709279287","1","08/06/2022 18:27:59","86605","12","task-36eo",NA,"22365048","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","advancementZone","continue_button","2685",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,"The end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lcoa0ulz"
"33","3","1654709279740","08/06/2022 17:27:59","1654709279290","1","08/06/2022 18:27:59","86605","12","task-36eo",NA,"22365048","lcoa0ulz","6591969",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"The end","2","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"2720",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lcoa0ulz"
"34","1","1654620961910","07/06/2022 16:56:01","1654620961669","1","07/06/2022 17:56:01","86605","12","task-4n1r",NA,"22343706","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"35","2","1654620964827","07/06/2022 16:56:04","1654620964758","1","07/06/2022 17:56:04","86605","12","task-4n1r",NA,"22343706","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","buttonC","response_button_image","3052",NA,NA,"3.png","1","0","1","0",NA,NA,NA,NA,NA,"Instructions",NA,"1.png","2.png","3.png","4.png","5.png","6.png","7.png",NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"36","3","1654620964879","07/06/2022 16:56:04","1654620964761","1","07/06/2022 17:56:04","86605","12","task-4n1r",NA,"22343706","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"3092",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"37","1","1654599922200","07/06/2022 11:05:22","1654599922114","1","07/06/2022 12:05:22","86605","12","task-4n1r",NA,"22331569","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x15hufum"
"38","2","1654599933122","07/06/2022 11:05:33","1654599932925","1","07/06/2022 12:05:32","86605","12","task-4n1r",NA,"22331569","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","buttonE","response_button_image","10747",NA,NA,"5.png","1","0","1","0",NA,NA,NA,NA,NA,"Instructions",NA,"1.png","2.png","3.png","4.png","5.png","6.png","7.png",NA,NA,NA,NA,NA,NA,NA,NA,"x15hufum"
"39","3","1654599933924","07/06/2022 11:05:33","1654599932928","1","07/06/2022 12:05:32","86605","12","task-4n1r",NA,"22331569","x15hufum","6582674",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"10814",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x15hufum"
"40","1","1654604807567","07/06/2022 12:26:47","1654604807471","1","07/06/2022 13:26:47","86605","12","task-4n1r",NA,"22334451","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wopxcyrw"
"41","2","1654604809474","07/06/2022 12:26:49","1654604809400","1","07/06/2022 13:26:49","86605","12","task-4n1r",NA,"22334451","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","buttonC","response_button_image","1844",NA,NA,"3.png","1","0","1","0",NA,NA,NA,NA,NA,"Instructions",NA,"1.png","2.png","3.png","4.png","5.png","6.png","7.png",NA,NA,NA,NA,NA,NA,NA,NA,"wopxcyrw"
"42","3","1654604809546","07/06/2022 12:26:49","1654604809403","1","07/06/2022 13:26:49","86605","12","task-4n1r",NA,"22334451","wopxcyrw","6583401",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"1932",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wopxcyrw"
"43","1","1654610353290","07/06/2022 13:59:13","1654610353182","1","07/06/2022 14:59:13","86605","12","task-4n1r",NA,"22336953","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wyly5896"
"44","2","1654610357358","07/06/2022 13:59:17","1654610357281","1","07/06/2022 14:59:17","86605","12","task-4n1r",NA,"22336953","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","buttonB","response_button_image","4055",NA,NA,"2.png","1","0","1","0",NA,NA,NA,NA,NA,"Instructions",NA,"1.png","2.png","3.png","4.png","5.png","6.png","7.png",NA,NA,NA,NA,NA,NA,NA,NA,"wyly5896"
"45","3","1654610357410","07/06/2022 13:59:17","1654610357283","1","07/06/2022 14:59:17","86605","12","task-4n1r",NA,"22336953","wyly5896","6584100",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"4101",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wyly5896"
"46","1","1654620961910","07/06/2022 16:56:01","1654620961669","1","07/06/2022 17:56:01","86605","12","task-4n1r",NA,"22343706","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"BEGIN TASK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"47","2","1654620964827","07/06/2022 16:56:04","1654620964758","1","07/06/2022 17:56:04","86605","12","task-4n1r",NA,"22343706","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1","Spreadsheet1","1","1","1","Screen 1","buttonC","response_button_image","3052",NA,NA,"3.png","1","0","1","0",NA,NA,NA,NA,NA,"Instructions",NA,"1.png","2.png","3.png","4.png","5.png","6.png","7.png",NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
"48","3","1654620964879","07/06/2022 16:56:04","1654620964761","1","07/06/2022 17:56:04","86605","12","task-4n1r",NA,"22343706","ucjf5it7","6586190",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Closeness-2","5","Spreadsheet1",NA,NA,"END TASK",NA,NA,NA,NA,"3092",NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ucjf5it7"
