"","Participant_Public_ID","Task_Name","Response","Question_Key","response"
"363","fhonwjzj","Affiliation questions - 3","60","Affilitation_Distrust3",60
"364","fhonwjzj","Affiliation questions - 3","55","Affilitation_Sympathy3",55
"365","5zqcqbja","Affiliation questions - 1","56","Affilitation_Acceptance1",56
"366","5zqcqbja","Affiliation questions - 1","50","Affilitation_Distrust1",50
"367","5zqcqbja","Affiliation questions - 1","50","Affilitation_Avoidance1",50
"368","5zqcqbja","Affiliation questions - 1","50","Affilitation_Gratitude1",50
"369","5zqcqbja","Affiliation questions - 1","50","Affilitation_Hostility1",50
"370","5zqcqbja","Affiliation questions - 1","50","Affilitation_Generosity1",50
"371","5zqcqbja","Affiliation questions - 1","55","Affilitation_Sympathy1",55
"372","rjld64yp","Affiliation questions - 1","60","Affilitation_Sympathy1",60
"373","rjld64yp","Affiliation questions - 1","53","Affilitation_Gratitude1",53
"374","rjld64yp","Affiliation questions - 1","14","Affilitation_Distrust1",14
"375","rjld64yp","Affiliation questions - 1","7","Affilitation_Hostility1",7
"376","rjld64yp","Affiliation questions - 1","24","Affilitation_Avoidance1",24
"377","rjld64yp","Affiliation questions - 1","50","Affilitation_Acceptance1",50
"378","rjld64yp","Affiliation questions - 1","58","Affilitation_Generosity1",58
"379","3qnbpkqy","Affiliation questions - 1","40","Affilitation_Avoidance1",40
"380","3qnbpkqy","Affiliation questions - 1","30","Affilitation_Hostility1",30
"381","3qnbpkqy","Affiliation questions - 1","63","Affilitation_Sympathy1",63
"382","3qnbpkqy","Affiliation questions - 1","54","Affilitation_Gratitude1",54
"383","3qnbpkqy","Affiliation questions - 1","40","Affilitation_Distrust1",40
"384","3qnbpkqy","Affiliation questions - 1","56","Affilitation_Generosity1",56
"385","3qnbpkqy","Affiliation questions - 1","67","Affilitation_Acceptance1",67
"386","fnw3740u","Affiliation questions - 1","60","Affilitation_Acceptance1",60
"387","fnw3740u","Affiliation questions - 1","50","Affilitation_Gratitude1",50
"388","fnw3740u","Affiliation questions - 1","0","Affilitation_Avoidance1",0
"389","fnw3740u","Affiliation questions - 1","0","Affilitation_Distrust1",0
"390","fnw3740u","Affiliation questions - 1","50","Affilitation_Generosity1",50
"391","fnw3740u","Affiliation questions - 1","50","Affilitation_Sympathy1",50
"392","fnw3740u","Affiliation questions - 1","0","Affilitation_Hostility1",0
"393","awnaa38f","Affiliation questions - 1","70","Affilitation_Sympathy1",70
"394","awnaa38f","Affiliation questions - 1","67","Affilitation_Gratitude1",67
"395","awnaa38f","Affiliation questions - 1","18","Affilitation_Hostility1",18
"396","awnaa38f","Affiliation questions - 1","85","Affilitation_Acceptance1",85
"397","awnaa38f","Affiliation questions - 1","57","Affilitation_Avoidance1",57
"398","awnaa38f","Affiliation questions - 1","14","Affilitation_Distrust1",14
"399","awnaa38f","Affiliation questions - 1","54","Affilitation_Generosity1",54
"400","9fuapkwo","Affiliation questions - 1","62","Affilitation_Generosity1",62
"401","9fuapkwo","Affiliation questions - 1","0","Affilitation_Avoidance1",0
"402","9fuapkwo","Affiliation questions - 1","0","Affilitation_Hostility1",0
"403","9fuapkwo","Affiliation questions - 1","68","Affilitation_Acceptance1",68
"404","9fuapkwo","Affiliation questions - 1","72","Affilitation_Sympathy1",72
"405","9fuapkwo","Affiliation questions - 1","78","Affilitation_Gratitude1",78
"406","9fuapkwo","Affiliation questions - 1","0","Affilitation_Distrust1",0
"407","x9hun3az","Affiliation questions - 1","18","Affilitation_Hostility1",18
"408","x9hun3az","Affiliation questions - 1","72","Affilitation_Acceptance1",72
"409","x9hun3az","Affiliation questions - 1","11","Affilitation_Avoidance1",11
"410","x9hun3az","Affiliation questions - 1","44","Affilitation_Sympathy1",44
"411","x9hun3az","Affiliation questions - 1","25","Affilitation_Distrust1",25
"412","x9hun3az","Affiliation questions - 1","55","Affilitation_Generosity1",55
"413","x9hun3az","Affiliation questions - 1","54","Affilitation_Gratitude1",54
"414","fhonwjzj","Affiliation questions - 1","50","Affilitation_Distrust1",50
"415","fhonwjzj","Affiliation questions - 1","70","Affilitation_Generosity1",70
"416","fhonwjzj","Affiliation questions - 1","70","Affilitation_Acceptance1",70
"417","fhonwjzj","Affiliation questions - 1","30","Affilitation_Hostility1",30
"418","fhonwjzj","Affiliation questions - 1","50","Affilitation_Avoidance1",50
"419","fhonwjzj","Affiliation questions - 1","60","Affilitation_Sympathy1",60
"420","fhonwjzj","Affiliation questions - 1","50","Affilitation_Gratitude1",50
"421","nqcfkk0t","Affiliation questions - 2","50","Affilitation_Gratitude2",50
"422","nqcfkk0t","Affiliation questions - 2","57","Affilitation_Generosity2",57
"423","nqcfkk0t","Affiliation questions - 2","11","Affilitation_Distrust2",11
"424","nqcfkk0t","Affiliation questions - 2","60","Affilitation_Sympathy2",60
"425","nqcfkk0t","Affiliation questions - 2","78","Affilitation_Acceptance2",78
"426","nqcfkk0t","Affiliation questions - 2","4","Affilitation_Hostility2",4
"427","nqcfkk0t","Affiliation questions - 2","6","Affilitation_Avoidance2",6
"428","7end2q7p","Affiliation questions - 2","80","Affilitation_Acceptance2",80
"429","7end2q7p","Affiliation questions - 2","80","Affilitation_Sympathy2",80
"430","7end2q7p","Affiliation questions - 2","45","Affilitation_Avoidance2",45
"431","7end2q7p","Affiliation questions - 2","70","Affilitation_Generosity2",70
"432","7end2q7p","Affiliation questions - 2","5","Affilitation_Hostility2",5
"433","7end2q7p","Affiliation questions - 2","15","Affilitation_Distrust2",15
"434","7end2q7p","Affiliation questions - 2","70","Affilitation_Gratitude2",70
"435","ekh4e8la","Affiliation questions - 2","40","Affilitation_Generosity2",40
"436","ekh4e8la","Affiliation questions - 2","45","Affilitation_Gratitude2",45
"437","ekh4e8la","Affiliation questions - 2","20","Affilitation_Hostility2",20
"438","ekh4e8la","Affiliation questions - 2","35","Affilitation_Sympathy2",35
"439","ekh4e8la","Affiliation questions - 2","40","Affilitation_Acceptance2",40
"440","ekh4e8la","Affiliation questions - 2","60","Affilitation_Avoidance2",60
"441","ekh4e8la","Affiliation questions - 2","65","Affilitation_Distrust2",65
"442","pgijg573","Affiliation questions - 2","60","Affilitation_Hostility2",60
"443","pgijg573","Affiliation questions - 2","55","Affilitation_Distrust2",55
"444","pgijg573","Affiliation questions - 2","60","Affilitation_Sympathy2",60
"445","pgijg573","Affiliation questions - 2","55","Affilitation_Generosity2",55
"446","pgijg573","Affiliation questions - 2","53","Affilitation_Avoidance2",53
"447","pgijg573","Affiliation questions - 2","40","Affilitation_Acceptance2",40
"448","pgijg573","Affiliation questions - 2","40","Affilitation_Gratitude2",40
"449","mqu3535e","Affiliation questions - 2","50","Affilitation_Avoidance2",50
"450","mqu3535e","Affiliation questions - 2","60","Affilitation_Sympathy2",60
"451","mqu3535e","Affiliation questions - 2","40","Affilitation_Distrust2",40
"452","mqu3535e","Affiliation questions - 2","60","Affilitation_Gratitude2",60
"453","mqu3535e","Affiliation questions - 2","60","Affilitation_Acceptance2",60
"454","mqu3535e","Affiliation questions - 2","60","Affilitation_Hostility2",60
"455","mqu3535e","Affiliation questions - 2","60","Affilitation_Generosity2",60
"456","trpxfsfj","Affiliation questions - 2","29","Affilitation_Generosity2",29
"457","trpxfsfj","Affiliation questions - 2","0","Affilitation_Hostility2",0
"458","trpxfsfj","Affiliation questions - 2","0","Affilitation_Avoidance2",0
"459","trpxfsfj","Affiliation questions - 2","50","Affilitation_Acceptance2",50
"460","trpxfsfj","Affiliation questions - 2","0","Affilitation_Distrust2",0
"461","trpxfsfj","Affiliation questions - 2","39","Affilitation_Sympathy2",39
"462","trpxfsfj","Affiliation questions - 2","26","Affilitation_Gratitude2",26
"463","64qj2z1q","Affiliation questions - 2","44","Affilitation_Hostility2",44
"464","64qj2z1q","Affiliation questions - 2","82","Affilitation_Gratitude2",82
"465","64qj2z1q","Affiliation questions - 2","64","Affilitation_Generosity2",64
"466","64qj2z1q","Affiliation questions - 2","40","Affilitation_Distrust2",40
"467","64qj2z1q","Affiliation questions - 2","77","Affilitation_Sympathy2",77
"468","64qj2z1q","Affiliation questions - 2","88","Affilitation_Acceptance2",88
"469","64qj2z1q","Affiliation questions - 2","41","Affilitation_Avoidance2",41
"470","u90pn3po","Affiliation questions - 2","60","Affilitation_Generosity2",60
"471","u90pn3po","Affiliation questions - 2","40","Affilitation_Avoidance2",40
"472","u90pn3po","Affiliation questions - 2","50","Affilitation_Gratitude2",50
"473","u90pn3po","Affiliation questions - 2","60","Affilitation_Sympathy2",60
"474","u90pn3po","Affiliation questions - 2","60","Affilitation_Acceptance2",60
"475","u90pn3po","Affiliation questions - 2","30","Affilitation_Hostility2",30
"476","u90pn3po","Affiliation questions - 2","30","Affilitation_Distrust2",30
"477","vtnpc9v0","Affiliation questions - 2","55","Affilitation_Sympathy2",55
"478","vtnpc9v0","Affiliation questions - 2","70","Affilitation_Acceptance2",70
"479","vtnpc9v0","Affiliation questions - 2","60","Affilitation_Gratitude2",60
"480","vtnpc9v0","Affiliation questions - 2","30","Affilitation_Avoidance2",30
"481","vtnpc9v0","Affiliation questions - 2","55","Affilitation_Generosity2",55
"482","vtnpc9v0","Affiliation questions - 2","25","Affilitation_Distrust2",25
"483","vtnpc9v0","Affiliation questions - 2","25","Affilitation_Hostility2",25
"484","eo7g3bb9","Affiliation questions - 2","70","Affilitation_Acceptance2",70
"485","eo7g3bb9","Affiliation questions - 2","20","Affilitation_Distrust2",20
"486","eo7g3bb9","Affiliation questions - 2","65","Affilitation_Generosity2",65
"487","eo7g3bb9","Affiliation questions - 2","20","Affilitation_Hostility2",20
"488","eo7g3bb9","Affiliation questions - 2","55","Affilitation_Gratitude2",55
"489","eo7g3bb9","Affiliation questions - 2","60","Affilitation_Avoidance2",60
"490","eo7g3bb9","Affiliation questions - 2","55","Affilitation_Sympathy2",55
"491","eyf8awh6","Affiliation questions - 2","100","Affilitation_Sympathy2",100
"492","eyf8awh6","Affiliation questions - 2","94","Affilitation_Generosity2",94
"493","eyf8awh6","Affiliation questions - 2","0","Affilitation_Avoidance2",0
"494","eyf8awh6","Affiliation questions - 2","0","Affilitation_Hostility2",0
"495","eyf8awh6","Affiliation questions - 2","100","Affilitation_Acceptance2",100
"496","eyf8awh6","Affiliation questions - 2","0","Affilitation_Distrust2",0
"497","eyf8awh6","Affiliation questions - 2","100","Affilitation_Gratitude2",100
"498","8a4rmozk","Affiliation questions - 2","50","Affilitation_Gratitude2",50
"499","8a4rmozk","Affiliation questions - 2","56","Affilitation_Acceptance2",56
"500","8a4rmozk","Affiliation questions - 2","37","Affilitation_Distrust2",37
"501","8a4rmozk","Affiliation questions - 2","50","Affilitation_Generosity2",50
"502","8a4rmozk","Affiliation questions - 2","30","Affilitation_Hostility2",30
"503","8a4rmozk","Affiliation questions - 2","55","Affilitation_Sympathy2",55
"504","8a4rmozk","Affiliation questions - 2","28","Affilitation_Avoidance2",28
"505","ske1wdwv","Affiliation questions - 2","94","Affilitation_Gratitude2",94
"506","ske1wdwv","Affiliation questions - 2","5","Affilitation_Avoidance2",5
"507","ske1wdwv","Affiliation questions - 2","3","Affilitation_Hostility2",3
"508","ske1wdwv","Affiliation questions - 2","94","Affilitation_Acceptance2",94
"509","ske1wdwv","Affiliation questions - 2","94","Affilitation_Generosity2",94
"510","ske1wdwv","Affiliation questions - 2","5","Affilitation_Distrust2",5
"511","ske1wdwv","Affiliation questions - 2","97","Affilitation_Sympathy2",97
"512","wkig7g26","Affiliation questions - 2","60","Affilitation_Distrust2",60
"513","wkig7g26","Affiliation questions - 2","30","Affilitation_Sympathy2",30
"514","wkig7g26","Affiliation questions - 2","60","Affilitation_Avoidance2",60
"515","wkig7g26","Affiliation questions - 2","30","Affilitation_Acceptance2",30
"516","wkig7g26","Affiliation questions - 2","30","Affilitation_Gratitude2",30
"517","wkig7g26","Affiliation questions - 2","40","Affilitation_Generosity2",40
"518","wkig7g26","Affiliation questions - 2","40","Affilitation_Hostility2",40
"519","x886pg16","Affiliation questions - 2","60","Affilitation_Distrust2",60
"520","x886pg16","Affiliation questions - 2","66","Affilitation_Gratitude2",66
"521","x886pg16","Affiliation questions - 2","55","Affilitation_Acceptance2",55
"522","x886pg16","Affiliation questions - 2","66","Affilitation_Sympathy2",66
"523","x886pg16","Affiliation questions - 2","60","Affilitation_Generosity2",60
"524","x886pg16","Affiliation questions - 2","55","Affilitation_Hostility2",55
"525","x886pg16","Affiliation questions - 2","40","Affilitation_Avoidance2",40
"526","4swlxwke","Affiliation questions - 2","59","Affilitation_Sympathy2",59
"527","4swlxwke","Affiliation questions - 2","39","Affilitation_Avoidance2",39
"528","4swlxwke","Affiliation questions - 2","47","Affilitation_Distrust2",47
"529","4swlxwke","Affiliation questions - 2","60","Affilitation_Generosity2",60
"530","4swlxwke","Affiliation questions - 2","67","Affilitation_Gratitude2",67
"531","4swlxwke","Affiliation questions - 2","70","Affilitation_Acceptance2",70
"532","4swlxwke","Affiliation questions - 2","36","Affilitation_Hostility2",36
"533","piedsqfp","Affiliation questions - 2","69","Affilitation_Acceptance2",69
"534","piedsqfp","Affiliation questions - 2","70","Affilitation_Gratitude2",70
"535","piedsqfp","Affiliation questions - 2","65","Affilitation_Generosity2",65
"536","piedsqfp","Affiliation questions - 2","81","Affilitation_Sympathy2",81
"537","piedsqfp","Affiliation questions - 2","32","Affilitation_Hostility2",32
"538","piedsqfp","Affiliation questions - 2","37","Affilitation_Avoidance2",37
"539","piedsqfp","Affiliation questions - 2","25","Affilitation_Distrust2",25
"540","8fjzf3vt","Affiliation questions - 2","58","Affilitation_Sympathy2",58
"541","8fjzf3vt","Affiliation questions - 2","61","Affilitation_Generosity2",61
"542","8fjzf3vt","Affiliation questions - 2","64","Affilitation_Gratitude2",64
"543","8fjzf3vt","Affiliation questions - 2","69","Affilitation_Acceptance2",69
"544","8fjzf3vt","Affiliation questions - 2","43","Affilitation_Distrust2",43
"545","8fjzf3vt","Affiliation questions - 2","50","Affilitation_Hostility2",50
"546","8fjzf3vt","Affiliation questions - 2","46","Affilitation_Avoidance2",46
"547","20ncbce2","Affiliation questions - 2","77","Affilitation_Acceptance2",77
"548","20ncbce2","Affiliation questions - 2","50","Affilitation_Distrust2",50
"549","20ncbce2","Affiliation questions - 2","64","Affilitation_Hostility2",64
"550","20ncbce2","Affiliation questions - 2","70","Affilitation_Generosity2",70
"551","20ncbce2","Affiliation questions - 2","70","Affilitation_Sympathy2",70
"552","20ncbce2","Affiliation questions - 2","35","Affilitation_Avoidance2",35
"553","20ncbce2","Affiliation questions - 2","29","Affilitation_Gratitude2",29
"554","eg36xi0r","Affiliation questions - 2","70","Affilitation_Sympathy2",70
"555","eg36xi0r","Affiliation questions - 2","18","Affilitation_Hostility2",18
"556","eg36xi0r","Affiliation questions - 2","20","Affilitation_Avoidance2",20
"557","eg36xi0r","Affiliation questions - 2","32","Affilitation_Distrust2",32
"558","eg36xi0r","Affiliation questions - 2","72","Affilitation_Gratitude2",72
"559","eg36xi0r","Affiliation questions - 2","73","Affilitation_Generosity2",73
"560","eg36xi0r","Affiliation questions - 2","77","Affilitation_Acceptance2",77
"561","mx4as100","Affiliation questions - 2","34","Affilitation_Hostility2",34
"562","mx4as100","Affiliation questions - 2","70","Affilitation_Acceptance2",70
"563","mx4as100","Affiliation questions - 2","75","Affilitation_Generosity2",75
"564","mx4as100","Affiliation questions - 2","75","Affilitation_Gratitude2",75
"565","mx4as100","Affiliation questions - 2","76","Affilitation_Sympathy2",76
"566","mx4as100","Affiliation questions - 2","34","Affilitation_Distrust2",34
"567","mx4as100","Affiliation questions - 2","34","Affilitation_Avoidance2",34
"568","nqcfkk0t","Affiliation questions - 3","13","Affilitation_Distrust3",13
"569","nqcfkk0t","Affiliation questions - 3","62","Affilitation_Gratitude3",62
"570","nqcfkk0t","Affiliation questions - 3","56","Affilitation_Sympathy3",56
"571","nqcfkk0t","Affiliation questions - 3","80","Affilitation_Acceptance3",80
"572","nqcfkk0t","Affiliation questions - 3","7","Affilitation_Hostility3",7
"573","nqcfkk0t","Affiliation questions - 3","7","Affilitation_Avoidance3",7
"574","nqcfkk0t","Affiliation questions - 3","66","Affilitation_Generosity3",66
"575","7end2q7p","Affiliation questions - 3","66","Affilitation_Acceptance3",66
"576","7end2q7p","Affiliation questions - 3","35","Affilitation_Avoidance3",35
"577","7end2q7p","Affiliation questions - 3","60","Affilitation_Sympathy3",60
"578","7end2q7p","Affiliation questions - 3","66","Affilitation_Generosity3",66
"579","7end2q7p","Affiliation questions - 3","20","Affilitation_Hostility3",20
"580","7end2q7p","Affiliation questions - 3","69","Affilitation_Gratitude3",69
"581","7end2q7p","Affiliation questions - 3","55","Affilitation_Distrust3",55
"582","ekh4e8la","Affiliation questions - 3","45","Affilitation_Avoidance3",45
"583","ekh4e8la","Affiliation questions - 3","40","Affilitation_Acceptance3",40
"584","ekh4e8la","Affiliation questions - 3","55","Affilitation_Distrust3",55
"585","ekh4e8la","Affiliation questions - 3","35","Affilitation_Sympathy3",35
"586","ekh4e8la","Affiliation questions - 3","40","Affilitation_Gratitude3",40
"587","ekh4e8la","Affiliation questions - 3","35","Affilitation_Generosity3",35
"588","ekh4e8la","Affiliation questions - 3","20","Affilitation_Hostility3",20
"589","pgijg573","Affiliation questions - 3","40","Affilitation_Distrust3",40
"590","pgijg573","Affiliation questions - 3","60","Affilitation_Generosity3",60
"591","pgijg573","Affiliation questions - 3","35","Affilitation_Hostility3",35
"592","pgijg573","Affiliation questions - 3","60","Affilitation_Sympathy3",60
"593","pgijg573","Affiliation questions - 3","50","Affilitation_Acceptance3",50
"594","pgijg573","Affiliation questions - 3","30","Affilitation_Avoidance3",30
"595","pgijg573","Affiliation questions - 3","55","Affilitation_Gratitude3",55
"596","mqu3535e","Affiliation questions - 3","30","Affilitation_Generosity3",30
"597","mqu3535e","Affiliation questions - 3","30","Affilitation_Distrust3",30
"598","mqu3535e","Affiliation questions - 3","30","Affilitation_Avoidance3",30
"599","mqu3535e","Affiliation questions - 3","20","Affilitation_Sympathy3",20
"600","mqu3535e","Affiliation questions - 3","20","Affilitation_Hostility3",20
"601","mqu3535e","Affiliation questions - 3","30","Affilitation_Gratitude3",30
"602","mqu3535e","Affiliation questions - 3","30","Affilitation_Acceptance3",30
"603","trpxfsfj","Affiliation questions - 3","41","Affilitation_Acceptance3",41
"604","trpxfsfj","Affiliation questions - 3","0","Affilitation_Distrust3",0
"605","trpxfsfj","Affiliation questions - 3","50","Affilitation_Sympathy3",50
"606","trpxfsfj","Affiliation questions - 3","30","Affilitation_Gratitude3",30
"607","trpxfsfj","Affiliation questions - 3","0","Affilitation_Hostility3",0
"608","trpxfsfj","Affiliation questions - 3","32","Affilitation_Generosity3",32
"609","trpxfsfj","Affiliation questions - 3","0","Affilitation_Avoidance3",0
"610","64qj2z1q","Affiliation questions - 3","79","Affilitation_Sympathy3",79
"611","64qj2z1q","Affiliation questions - 3","88","Affilitation_Gratitude3",88
"612","64qj2z1q","Affiliation questions - 3","59","Affilitation_Avoidance3",59
"613","64qj2z1q","Affiliation questions - 3","78","Affilitation_Acceptance3",78
"614","64qj2z1q","Affiliation questions - 3","66","Affilitation_Hostility3",66
"615","64qj2z1q","Affiliation questions - 3","63","Affilitation_Distrust3",63
"616","64qj2z1q","Affiliation questions - 3","74","Affilitation_Generosity3",74
"617","u90pn3po","Affiliation questions - 3","40","Affilitation_Distrust3",40
"618","u90pn3po","Affiliation questions - 3","50","Affilitation_Gratitude3",50
"619","u90pn3po","Affiliation questions - 3","40","Affilitation_Hostility3",40
"620","u90pn3po","Affiliation questions - 3","40","Affilitation_Avoidance3",40
"621","u90pn3po","Affiliation questions - 3","50","Affilitation_Sympathy3",50
"622","u90pn3po","Affiliation questions - 3","50","Affilitation_Generosity3",50
"623","u90pn3po","Affiliation questions - 3","50","Affilitation_Acceptance3",50
"624","vtnpc9v0","Affiliation questions - 3","55","Affilitation_Generosity3",55
"625","vtnpc9v0","Affiliation questions - 3","40","Affilitation_Avoidance3",40
"626","vtnpc9v0","Affiliation questions - 3","55","Affilitation_Hostility3",55
"627","vtnpc9v0","Affiliation questions - 3","45","Affilitation_Acceptance3",45
"628","vtnpc9v0","Affiliation questions - 3","56","Affilitation_Gratitude3",56
"629","vtnpc9v0","Affiliation questions - 3","60","Affilitation_Distrust3",60
"630","vtnpc9v0","Affiliation questions - 3","65","Affilitation_Sympathy3",65
"631","eo7g3bb9","Affiliation questions - 3","40","Affilitation_Sympathy3",40
"632","eo7g3bb9","Affiliation questions - 3","10","Affilitation_Hostility3",10
"633","eo7g3bb9","Affiliation questions - 3","30","Affilitation_Avoidance3",30
"634","eo7g3bb9","Affiliation questions - 3","40","Affilitation_Gratitude3",40
"635","eo7g3bb9","Affiliation questions - 3","70","Affilitation_Acceptance3",70
"636","eo7g3bb9","Affiliation questions - 3","60","Affilitation_Generosity3",60
"637","eo7g3bb9","Affiliation questions - 3","20","Affilitation_Distrust3",20
"638","eyf8awh6","Affiliation questions - 3","71","Affilitation_Acceptance3",71
"639","eyf8awh6","Affiliation questions - 3","0","Affilitation_Avoidance3",0
"640","eyf8awh6","Affiliation questions - 3","13","Affilitation_Distrust3",13
"641","eyf8awh6","Affiliation questions - 3","74","Affilitation_Generosity3",74
"642","eyf8awh6","Affiliation questions - 3","0","Affilitation_Hostility3",0
"643","eyf8awh6","Affiliation questions - 3","90","Affilitation_Sympathy3",90
"644","eyf8awh6","Affiliation questions - 3","100","Affilitation_Gratitude3",100
"645","8a4rmozk","Affiliation questions - 3","48","Affilitation_Gratitude3",48
"646","8a4rmozk","Affiliation questions - 3","42","Affilitation_Generosity3",42
"647","8a4rmozk","Affiliation questions - 3","24","Affilitation_Distrust3",24
"648","8a4rmozk","Affiliation questions - 3","61","Affilitation_Acceptance3",61
"649","8a4rmozk","Affiliation questions - 3","7","Affilitation_Avoidance3",7
"650","8a4rmozk","Affiliation questions - 3","67","Affilitation_Sympathy3",67
"651","8a4rmozk","Affiliation questions - 3","7","Affilitation_Hostility3",7
"652","ske1wdwv","Affiliation questions - 3","10","Affilitation_Hostility3",10
"653","ske1wdwv","Affiliation questions - 3","90","Affilitation_Acceptance3",90
"654","ske1wdwv","Affiliation questions - 3","90","Affilitation_Sympathy3",90
"655","ske1wdwv","Affiliation questions - 3","3","Affilitation_Distrust3",3
"656","ske1wdwv","Affiliation questions - 3","70","Affilitation_Gratitude3",70
"657","ske1wdwv","Affiliation questions - 3","87","Affilitation_Generosity3",87
"658","ske1wdwv","Affiliation questions - 3","3","Affilitation_Avoidance3",3
"659","wkig7g26","Affiliation questions - 3","10","Affilitation_Avoidance3",10
"660","wkig7g26","Affiliation questions - 3","70","Affilitation_Acceptance3",70
"661","wkig7g26","Affiliation questions - 3","60","Affilitation_Gratitude3",60
"662","wkig7g26","Affiliation questions - 3","10","Affilitation_Hostility3",10
"663","wkig7g26","Affiliation questions - 3","0","Affilitation_Distrust3",0
"664","wkig7g26","Affiliation questions - 3","60","Affilitation_Sympathy3",60
"665","wkig7g26","Affiliation questions - 3","60","Affilitation_Generosity3",60
"666","x886pg16","Affiliation questions - 3","50","Affilitation_Sympathy3",50
"667","x886pg16","Affiliation questions - 3","50","Affilitation_Hostility3",50
"668","x886pg16","Affiliation questions - 3","55","Affilitation_Avoidance3",55
"669","x886pg16","Affiliation questions - 3","60","Affilitation_Acceptance3",60
"670","x886pg16","Affiliation questions - 3","60","Affilitation_Distrust3",60
"671","x886pg16","Affiliation questions - 3","56","Affilitation_Gratitude3",56
"672","x886pg16","Affiliation questions - 3","60","Affilitation_Generosity3",60
"673","4swlxwke","Affiliation questions - 3","33","Affilitation_Avoidance3",33
"674","4swlxwke","Affiliation questions - 3","78","Affilitation_Gratitude3",78
"675","4swlxwke","Affiliation questions - 3","76","Affilitation_Sympathy3",76
"676","4swlxwke","Affiliation questions - 3","30","Affilitation_Distrust3",30
"677","4swlxwke","Affiliation questions - 3","61","Affilitation_Acceptance3",61
"678","4swlxwke","Affiliation questions - 3","22","Affilitation_Hostility3",22
"679","4swlxwke","Affiliation questions - 3","66","Affilitation_Generosity3",66
"680","piedsqfp","Affiliation questions - 3","39","Affilitation_Avoidance3",39
"681","piedsqfp","Affiliation questions - 3","60","Affilitation_Sympathy3",60
"682","piedsqfp","Affiliation questions - 3","45","Affilitation_Distrust3",45
"683","piedsqfp","Affiliation questions - 3","56","Affilitation_Gratitude3",56
"684","piedsqfp","Affiliation questions - 3","60","Affilitation_Acceptance3",60
"685","piedsqfp","Affiliation questions - 3","39","Affilitation_Hostility3",39
"686","piedsqfp","Affiliation questions - 3","61","Affilitation_Generosity3",61
"687","8fjzf3vt","Affiliation questions - 3","54","Affilitation_Distrust3",54
"688","8fjzf3vt","Affiliation questions - 3","47","Affilitation_Acceptance3",47
"689","8fjzf3vt","Affiliation questions - 3","56","Affilitation_Avoidance3",56
"690","8fjzf3vt","Affiliation questions - 3","52","Affilitation_Sympathy3",52
"691","8fjzf3vt","Affiliation questions - 3","54","Affilitation_Generosity3",54
"692","8fjzf3vt","Affiliation questions - 3","55","Affilitation_Hostility3",55
"693","8fjzf3vt","Affiliation questions - 3","56","Affilitation_Gratitude3",56
"694","20ncbce2","Affiliation questions - 3","61","Affilitation_Sympathy3",61
"695","20ncbce2","Affiliation questions - 3","43","Affilitation_Avoidance3",43
"696","20ncbce2","Affiliation questions - 3","47","Affilitation_Gratitude3",47
"697","20ncbce2","Affiliation questions - 3","71","Affilitation_Hostility3",71
"698","20ncbce2","Affiliation questions - 3","80","Affilitation_Generosity3",80
"699","20ncbce2","Affiliation questions - 3","69","Affilitation_Acceptance3",69
"700","20ncbce2","Affiliation questions - 3","38","Affilitation_Distrust3",38
"701","eg36xi0r","Affiliation questions - 3","66","Affilitation_Sympathy3",66
"702","eg36xi0r","Affiliation questions - 3","14","Affilitation_Distrust3",14
"703","eg36xi0r","Affiliation questions - 3","66","Affilitation_Gratitude3",66
"704","eg36xi0r","Affiliation questions - 3","31","Affilitation_Avoidance3",31
"705","eg36xi0r","Affiliation questions - 3","70","Affilitation_Acceptance3",70
"706","eg36xi0r","Affiliation questions - 3","70","Affilitation_Generosity3",70
"707","eg36xi0r","Affiliation questions - 3","8","Affilitation_Hostility3",8
"708","mx4as100","Affiliation questions - 3","40","Affilitation_Avoidance3",40
"709","mx4as100","Affiliation questions - 3","45","Affilitation_Hostility3",45
"710","mx4as100","Affiliation questions - 3","71","Affilitation_Gratitude3",71
"711","mx4as100","Affiliation questions - 3","79","Affilitation_Acceptance3",79
"712","mx4as100","Affiliation questions - 3","40","Affilitation_Distrust3",40
"713","mx4as100","Affiliation questions - 3","64","Affilitation_Sympathy3",64
"714","mx4as100","Affiliation questions - 3","65","Affilitation_Generosity3",65
"715","nqcfkk0t","Affiliation questions - 1","63","Affilitation_Sympathy1",63
"716","nqcfkk0t","Affiliation questions - 1","16","Affilitation_Distrust1",16
"717","nqcfkk0t","Affiliation questions - 1","55","Affilitation_Generosity1",55
"718","nqcfkk0t","Affiliation questions - 1","3","Affilitation_Hostility1",3
"719","nqcfkk0t","Affiliation questions - 1","5","Affilitation_Avoidance1",5
"720","nqcfkk0t","Affiliation questions - 1","92","Affilitation_Acceptance1",92
"721","nqcfkk0t","Affiliation questions - 1","56","Affilitation_Gratitude1",56
"722","7end2q7p","Affiliation questions - 1","70","Affilitation_Sympathy1",70
"723","7end2q7p","Affiliation questions - 1","15","Affilitation_Hostility1",15
"724","7end2q7p","Affiliation questions - 1","35","Affilitation_Avoidance1",35
"725","7end2q7p","Affiliation questions - 1","60","Affilitation_Acceptance1",60
"726","7end2q7p","Affiliation questions - 1","60","Affilitation_Generosity1",60
"727","7end2q7p","Affiliation questions - 1","70","Affilitation_Gratitude1",70
"728","7end2q7p","Affiliation questions - 1","10","Affilitation_Distrust1",10
